GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B08AA1970,B08AA1980,B08AA1990,B08AA2000,B08AA2010,B08AB1970,B08AB1980,B08AB1990,B08AB2000,B08AB2010,B08AC1970,B08AC1980,B08AC1990,B08AC2000,B08AC2010,B08AD1970,B08AD1980,B08AD1990,B08AD2000,B08AD2010,B08AE1970,B08AE1980,B08AE1990,B08AE2000,B08AE2010,B08AF1970,B08AF1980,B08AF1990,B08AF2000,B08AF2010,B08AG1970,B08AG1980,B08AG1990,B08AG2000,B08AG2010,B08AH1970,B08AH1980,B08AH1990,B08AH2000,B08AH2010,B08AI1970,B08AI1980,B08AI1990,B08AI2000,B08AI2010,B08AJ2000,B08AJ2010
"G5400370","West Virginia","54","540","Jefferson County","037","0370",18510,27435,32959,38400,46876,2731,2729,2661,2571,3524,11,38,58,111,127,10,2,18,18,33,0,0,23,61,111,1,50,33,24,123,2,18,22,44,65,0,0,4,4,4,15,30,148,371,1249,576,1369
"G5400390","West Virginia","54","540","Kanawha County","039","0390",215908,215786,192019,180989,172036,12957,13721,13792,13955,14115,126,217,227,364,392,69,88,60,77,78,87,354,189,291,300,116,281,261,287,311,60,88,126,128,119,6,13,9,13,7,186,866,936,1358,1727,2545,3935
"G5400410","West Virginia","54","540","Lewis County","041","0410",17720,18669,17086,16681,16029,85,98,48,22,74,7,17,24,29,31,3,0,2,2,4,0,0,2,13,14,25,9,15,18,6,4,0,9,5,7,0,0,1,0,1,3,20,36,25,42,119,163
"G5400430","West Virginia","54","540","Lincoln County","043","0430",18896,23668,21337,21895,21504,7,0,6,13,18,6,0,16,28,20,2,0,2,4,1,0,0,0,0,4,0,0,1,2,6,0,0,5,2,4,0,0,0,2,0,1,7,15,18,21,135,141
"G5400450","West Virginia","54","540","Logan County","045","0450",43396,48258,41377,36325,35475,2741,2123,1366,975,788,27,66,51,37,31,5,0,0,0,0,6,8,12,9,13,54,85,81,44,31,7,13,10,8,6,0,0,2,5,0,33,126,133,77,106,223,292
"G5400490","West Virginia","54","540","Marion County","049","0490",58953,63198,55076,53823,53226,2296,2351,1859,1823,1858,30,83,122,102,107,4,3,23,68,25,24,74,24,31,51,10,5,6,21,46,11,8,18,17,31,1,0,2,1,2,27,67,119,169,248,528,819
"G5400510","West Virginia","54","540","Marshall County","051","0510",37306,41117,37002,34949,32429,226,188,204,153,177,18,72,33,33,44,7,13,6,3,3,1,5,5,17,21,27,82,40,21,29,1,25,8,7,5,3,0,2,5,1,9,106,56,85,109,239,285
"G5400530","West Virginia","54","540","Mason County","053","0530",23997,26776,24948,25533,26704,257,144,112,130,171,11,16,26,34,38,5,13,3,2,1,4,0,4,2,20,26,79,29,16,30,0,3,6,8,4,0,9,1,1,0,6,5,49,70,75,146,276
"G5400470","West Virginia","54","540","McDowell County","047","0470",41504,42300,30407,23792,19710,9083,7379,4754,3250,2107,8,46,32,42,33,7,7,3,1,0,0,5,2,2,0,36,13,13,6,6,0,5,2,2,0,1,34,0,2,0,27,110,20,25,20,203,236
"G5400550","West Virginia","54","540","Mercer County","055","0550",57815,68538,60420,58295,57009,5323,5028,4133,3668,3791,19,79,86,104,136,8,15,17,14,14,5,17,24,12,33,8,104,102,70,83,0,12,27,13,17,2,0,0,1,0,26,149,171,250,285,533,889
"G5400570","West Virginia","54","540","Mineral County","057","0570",22404,26376,25866,26037,26890,694,746,735,690,782,3,54,12,31,40,4,0,6,5,4,0,0,6,8,22,1,13,24,10,44,0,24,15,6,9,0,0,0,1,0,3,21,33,82,71,207,348
"G5400590","West Virginia","54","540","Mingo County","059","0590",31386,36160,32811,27233,26048,1344,1065,823,661,473,20,12,21,48,17,6,0,4,1,0,1,21,9,7,1,12,39,28,31,22,1,7,9,4,6,0,0,1,4,0,10,32,33,34,23,210,248
"G5400610","West Virginia","54","540","Monongalia County","061","0610",62277,72244,71770,75500,87488,1097,1648,1836,2763,3496,45,99,114,150,141,28,178,305,100,93,132,245,474,657,1002,37,43,127,102,149,38,43,114,179,247,2,7,4,10,24,58,517,765,1233,1817,1134,1704
"G5400630","West Virginia","54","540","Monroe County","063","0630",10737,12625,12210,13514,13162,525,168,159,872,91,2,49,25,24,26,1,2,1,4,0,5,0,1,3,4,0,0,3,2,6,0,0,1,4,3,0,0,0,1,0,2,29,6,16,27,134,182
"G5400650","West Virginia","54","540","Morgan County","065","0650",8425,10608,11985,14689,17063,106,90,92,89,97,0,12,25,24,54,0,0,5,2,4,0,0,1,3,12,6,0,3,4,8,1,1,3,3,7,0,0,0,1,0,9,0,14,40,58,85,235
"G5400670","West Virginia","54","540","Nicholas County","067","0670",22513,28076,26670,26255,25805,4,12,4,14,43,23,38,32,57,49,8,0,4,2,1,0,0,11,6,19,1,0,5,11,10,0,0,5,6,3,0,0,2,3,1,3,0,42,55,61,145,236
"G5400690","West Virginia","54","540","Ohio County","069","0690",62042,59124,48791,44820,41416,1994,1968,1684,1691,1636,30,63,29,41,57,21,0,61,30,14,31,71,50,62,87,22,20,79,55,80,8,4,18,20,31,1,4,10,6,4,48,135,149,260,247,430,862
"G5400710","West Virginia","54","540","Pendleton County","071","0710",6879,7717,7869,7896,7402,141,171,167,174,150,1,22,1,21,17,6,0,0,4,1,0,0,0,0,3,3,0,7,6,11,0,0,3,3,4,0,0,0,0,0,1,0,7,28,14,63,91
"G5400730","West Virginia","54","540","Pleasants County","073","0730",7234,8180,7513,7386,7401,30,51,17,36,100,2,5,8,33,12,3,0,0,2,0,0,0,0,0,1,4,0,1,3,2,0,0,1,3,1,0,0,0,0,0,1,0,6,12,15,37,73
"G5400750","West Virginia","54","540","Pocahontas County","075","0750",8729,9846,8920,8983,8528,132,34,69,71,60,1,33,13,6,19,4,0,1,1,0,0,0,0,0,0,1,0,1,8,1,2,0,0,0,2,0,0,0,0,1,1,6,4,9,20,53,88
"G5400770","West Virginia","54","540","Preston County","077","0770",25342,30197,28896,28995,32724,91,81,73,86,361,8,133,23,27,57,2,0,1,1,1,0,28,0,6,12,1,0,1,11,18,9,0,17,12,7,0,0,1,0,7,2,21,25,33,66,159,261
"G5400790","West Virginia","54","540","Putnam County","079","0790",27597,38051,42499,50542,53684,11,26,127,287,490,2,47,49,70,113,0,0,10,80,64,0,9,21,38,102,0,0,42,28,56,1,0,27,36,43,1,0,2,4,13,13,48,58,188,312,304,604
"G5400810","West Virginia","54","540","Raleigh County","081","0810",62963,79521,70354,71006,69800,6880,6825,5883,6753,6468,44,102,100,127,192,11,9,12,14,10,13,49,34,74,69,90,7,143,165,132,19,43,26,39,23,0,6,6,1,8,60,259,261,383,779,634,1368
"G5400830","West Virginia","54","540","Randolph County","083","0830",24357,28301,27444,27609,28614,194,295,223,302,344,30,27,35,38,62,3,0,9,21,3,0,7,18,16,16,1,0,3,12,18,1,14,14,16,12,0,0,0,4,0,10,90,57,84,92,150,240
"G5400850","West Virginia","54","540","Ritchie County","085","0850",10128,11418,10211,10206,10308,2,0,7,14,20,8,0,3,25,14,2,2,0,1,0,0,0,2,2,5,1,0,2,3,2,0,2,4,5,2,0,0,0,0,0,4,20,4,14,19,71,79
"G5400870","West Virginia","54","540","Roane County","087","0870",14028,15837,15056,15223,14682,53,24,4,34,19,2,79,24,24,24,1,0,2,1,4,0,0,1,2,8,11,6,19,23,12,0,0,5,5,5,1,0,0,0,0,15,6,9,32,41,93,127
"G5400890","West Virginia","54","540","Summers County","089","0890",12635,14587,13344,12553,12957,539,1097,728,280,664,3,14,38,26,39,0,7,3,1,3,0,0,2,5,7,19,0,13,1,8,0,41,1,1,3,0,0,0,3,0,17,129,75,18,59,103,186
"G5400910","West Virginia","54","540","Taylor County","091","0910",13714,16363,14993,15779,16481,150,130,96,134,125,1,46,17,24,39,2,27,3,1,1,0,0,1,5,7,5,0,21,11,14,1,0,5,3,4,2,0,0,0,0,3,18,8,23,53,102,171
"G5400930","West Virginia","54","540","Tucker County","093","0930",7424,8649,7703,7237,7051,17,12,4,5,11,3,0,6,13,16,0,10,2,0,1,0,0,0,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,17,15,48,46
"G5400950","West Virginia","54","540","Tyler County","095","0950",9913,11302,9757,9530,9112,5,4,4,2,14,4,0,16,5,18,1,0,4,3,2,0,0,0,0,0,0,0,1,2,5,0,6,9,2,1,0,0,0,1,0,6,8,5,4,7,43,49
"G5400970","West Virginia","54","540","Upshur County","097","0970",18985,23295,22631,22981,23675,65,93,121,144,158,4,0,41,27,52,5,0,17,26,22,10,6,4,16,17,1,0,10,4,11,5,8,12,5,19,1,6,0,1,0,16,19,31,57,58,135,238
"G5400990","West Virginia","54","540","Wayne County","099","0990",37512,45876,41489,42382,41870,28,57,19,54,74,16,17,73,84,105,5,8,5,11,7,2,0,8,14,19,0,0,8,16,14,7,6,8,8,7,2,0,3,4,0,9,57,23,75,61,239,320
"G5401010","West Virginia","54","540","Webster County","101","1010",9800,12224,10704,9639,9027,1,0,3,1,14,3,10,8,6,6,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,3,3,0,0,0,0,0,0,1,11,11,4,10,64,95
"G5401030","West Virginia","54","540","Wetzel County","103","1030",20296,21756,19184,17502,16371,2,4,16,15,24,2,26,9,14,14,4,0,3,0,2,0,0,0,12,9,5,0,10,13,10,0,5,2,2,0,1,0,1,0,0,4,83,33,39,45,93,107
"G5401050","West Virginia","54","540","Wirt County","105","1050",4148,4872,5184,5788,5631,4,0,4,17,9,0,0,0,9,12,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,14,2,4,3,0,0,0,0,0,1,36,0,6,7,44,53
"G5401070","West Virginia","54","540","Wood County","107","1070",85970,92594,85569,85627,83846,730,823,793,887,958,40,63,126,179,175,18,13,40,32,31,3,8,55,100,90,15,5,55,85,77,13,27,58,38,45,2,0,7,4,13,27,115,212,343,412,677,1289
"G5401090","West Virginia","54","540","Wyoming County","109","1090",29581,35516,28673,25345,23356,472,404,234,161,117,8,9,40,27,35,0,0,2,2,0,5,0,5,0,4,15,41,8,9,11,1,2,2,1,3,1,0,0,0,0,12,21,26,28,21,131,249
"G5500010","Wisconsin","55","550","Adams County","001","0010",9139,13050,15001,18201,19409,28,259,375,50,633,54,90,122,106,200,9,8,5,10,6,0,0,3,4,6,0,3,9,5,22,0,2,3,12,6,0,0,2,1,0,4,45,162,93,312,155,276
"G5500030","Wisconsin","55","550","Ashland County","003","0030",15972,15578,14749,14690,13662,23,12,17,36,48,716,1123,1471,1683,1791,10,0,5,3,4,0,13,14,12,11,0,0,5,12,10,4,16,4,10,6,0,0,0,2,1,18,41,42,70,85,285,537
"G5500050","Wisconsin","55","550","Barron County","005","0050",33854,38466,40346,43924,44076,9,16,40,63,407,69,134,199,343,402,8,12,9,7,5,2,0,5,19,36,2,8,12,34,57,3,19,31,49,36,0,0,3,1,1,8,75,105,196,326,308,519
"G5500070","Wisconsin","55","550","Bayfield County","007","0070",11071,12836,12707,13280,13024,3,8,29,20,46,596,919,1240,1344,1431,5,13,9,5,7,0,0,4,9,6,0,4,0,8,12,0,4,7,10,5,0,0,1,0,0,8,38,11,50,50,223,431
"G5500090","Wisconsin","55","550","Brown County","009","0090",155992,170836,186621,206688,214415,368,533,1012,2641,5491,1695,2681,3843,5005,6628,81,95,75,98,75,34,117,119,257,377,8,25,78,134,233,20,121,113,153,208,9,12,10,24,25,37,860,2723,8504,14939,2959,5403
"G5500110","Wisconsin","55","550","Buffalo County","011","0110",13726,14271,13521,13623,13253,0,0,5,16,37,8,25,22,42,37,3,2,4,2,3,0,0,0,7,3,0,0,3,7,5,2,5,17,13,7,0,0,2,0,0,4,6,10,30,131,64,109
"G5500130","Wisconsin","55","550","Burnett County","013","0130",9010,11935,12497,14616,14163,9,9,22,56,81,249,383,528,620,717,2,9,4,4,6,1,2,3,4,8,0,0,0,5,10,4,0,13,7,4,0,0,0,2,3,1,2,17,60,86,223,373
"G5500150","Wisconsin","55","550","Calumet County","015","0150",27514,30675,33910,39282,46187,2,4,29,124,246,60,72,146,138,195,11,11,7,4,3,1,19,22,50,96,6,33,20,22,67,1,1,29,33,34,0,0,1,1,3,9,52,127,675,1529,300,583
"G5500170","Wisconsin","55","550","Chippewa County","017","0170",47606,51867,51854,54006,59504,9,18,31,89,982,61,107,148,169,308,20,4,26,23,21,2,6,10,14,62,10,73,45,54,83,0,22,32,22,30,0,0,2,7,2,9,30,212,470,751,331,649
"G5500190","Wisconsin","55","550","Clark County","019","0190",30263,32724,31437,32904,33338,17,24,29,43,80,56,98,91,144,171,4,2,11,3,4,0,0,1,5,20,6,10,6,35,31,1,5,13,11,14,1,3,2,2,6,13,44,57,236,834,157,190
"G5500210","Wisconsin","55","550","Columbia County","021","0210",40007,42927,44469,50990,54468,30,39,243,460,717,43,75,135,171,276,6,9,18,13,16,3,15,11,34,50,6,24,47,50,61,9,4,25,27,39,6,8,6,4,16,40,121,134,291,589,414,600
"G5500230","Wisconsin","55","550","Crawford County","023","0230",15219,16488,15791,16780,16080,10,25,50,233,296,10,9,26,33,37,2,1,3,3,4,2,2,4,7,15,2,6,9,10,9,0,0,10,6,10,0,0,0,2,2,7,25,47,49,63,117,127
"G5500250","Wisconsin","55","550","Dane County","025","0250",284587,311450,344617,379447,413631,3124,5647,10511,17069,25347,295,861,1151,1312,1683,530,454,660,707,659,878,1335,2839,4149,6384,180,210,397,520,974,158,339,1449,1939,2422,54,8,42,62,70,466,3241,5419,13311,24376,7620,12100
"G5500270","Wisconsin","55","550","Dodge County","027","0270",68319,73477,74700,81843,83294,484,833,1142,2142,2381,98,140,212,268,381,19,11,8,21,19,8,20,25,49,75,20,92,28,47,86,8,29,61,52,82,1,0,1,0,0,47,462,382,890,1548,502,877
"G5500290","Wisconsin","55","550","Door County","029","0290",19962,24689,25387,27356,26839,6,19,29,53,144,112,200,176,175,157,4,1,8,5,11,3,2,1,12,16,6,79,11,16,31,3,4,17,13,9,0,0,0,1,3,10,35,61,128,296,194,275
"G5500310","Wisconsin","55","550","Douglas County","031","0310",44203,43628,40454,41273,41166,89,113,170,246,486,250,545,802,734,868,20,10,20,16,14,57,6,25,30,91,1,6,27,25,48,3,17,39,44,47,0,28,5,5,4,34,68,216,245,259,612,1173
"G5500330","Wisconsin","55","550","Dunn County","033","0330",28976,33825,34929,38294,41545,57,206,172,135,220,24,112,92,100,167,13,14,22,23,7,40,27,44,58,46,9,13,18,13,34,4,2,61,69,52,2,0,1,2,7,29,115,570,824,1216,320,538
"G5500350","Wisconsin","55","550","Eau Claire County","035","0350",66865,77772,82202,88443,91946,100,164,238,482,874,112,309,451,482,460,32,33,59,50,53,60,176,117,156,230,1,17,33,90,165,7,15,93,126,195,2,0,10,5,7,40,319,1980,2208,3155,1037,1598
"G5500370","Wisconsin","55","550","Florence County","037","0370",3270,4134,4562,4995,4306,14,16,4,8,10,10,16,14,19,28,1,1,1,2,2,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,1,5,6,19,27,41,48
"G5500390","Wisconsin","55","550","Fond du Lac County","039","0390",84195,88192,88760,93562,95674,132,115,257,876,1305,131,128,296,353,462,60,42,30,44,38,6,38,41,56,110,12,35,47,60,96,3,14,55,71,106,0,4,9,7,10,28,396,588,1420,2497,800,1314
"G5500410","Wisconsin","55","550","Forest County","041","0410",7291,8522,7842,8607,7690,107,97,127,118,76,276,394,780,1053,1246,4,3,2,1,1,0,0,0,2,1,0,2,1,2,1,3,3,3,1,1,0,4,7,4,10,10,19,14,34,41,122,226
"G5500430","Wisconsin","55","550","Grant County","043","0430",48184,51461,48838,48719,49655,72,123,76,259,588,23,40,74,60,99,16,5,12,28,15,36,23,34,26,109,10,3,25,22,29,7,2,26,32,21,5,0,2,1,2,45,79,177,195,352,250,324
"G5500450","Wisconsin","55","550","Green County","045","0450",26622,29924,30173,33021,35593,13,9,23,86,140,27,16,50,63,65,10,2,4,5,11,10,0,7,18,20,4,5,7,16,49,9,10,10,10,19,0,0,7,0,8,19,46,58,165,589,253,345
"G5500470","Wisconsin","55","550","Green Lake County","047","0470",16856,18307,18386,18687,18428,7,3,21,29,88,4,20,42,37,51,3,6,4,0,4,0,0,0,1,9,0,0,10,5,14,2,0,5,3,2,0,0,0,0,2,6,34,183,219,328,115,124
"G5500490","Wisconsin","55","550","Iowa County","049","0490",19270,19693,20093,22484,23127,15,15,7,38,87,6,32,20,24,30,1,0,5,3,6,3,0,0,9,21,1,0,2,7,22,0,12,9,11,10,0,0,2,2,2,10,50,12,75,175,126,201
"G5500510","Wisconsin","55","550","Iron County","051","0510",6514,6676,6121,6743,5790,2,16,1,6,3,12,16,25,38,35,3,6,0,0,3,0,0,0,2,4,0,0,0,5,7,0,2,1,0,2,0,0,0,1,0,2,14,5,8,15,55,56
"G5500530","Wisconsin","55","550","Jackson County","053","0530",14855,16320,15814,17109,18258,21,34,47,433,400,419,438,671,1035,1267,15,5,5,3,4,0,0,1,6,3,0,0,3,7,16,0,14,8,11,9,6,0,1,2,4,9,20,38,203,179,150,303
"G5500550","Wisconsin","55","550","Jefferson County","055","0550",59820,65349,66702,71309,78632,84,109,189,210,681,49,118,174,241,254,33,25,27,20,14,14,21,28,55,121,10,17,50,61,70,15,81,55,36,69,4,2,7,0,5,31,430,551,1393,2762,686,1059
"G5500570","Wisconsin","55","550","Juneau County","057","0570",18143,20746,21307,23491,25077,54,36,31,81,557,215,164,166,290,395,6,12,8,5,7,2,0,0,11,8,11,2,7,20,23,5,2,12,11,7,0,0,6,3,2,19,77,113,200,261,180,322
"G5500590","Wisconsin","55","550","Kenosha County","059","0590",115623,117830,119187,132193,139416,1930,3128,5295,7600,11052,143,457,469,514,805,74,13,72,102,98,22,58,68,146,317,39,216,152,354,553,11,77,150,205,257,15,0,13,9,24,60,1358,2775,5535,9055,2858,4782
"G5500610","Wisconsin","55","550","Kewaunee County","061","0610",18924,19520,18766,19897,19955,3,6,24,31,69,19,11,52,54,77,2,0,2,0,2,0,0,0,1,9,9,0,13,14,16,1,0,1,3,4,3,0,1,1,2,0,2,19,70,251,115,189
"G5500630","Wisconsin","55","550","La Crosse County","063","0630",80114,90150,94319,100883,105540,70,161,438,1016,1610,128,367,325,413,479,28,3,41,44,68,49,90,91,158,389,4,4,42,80,125,20,34,140,195,194,5,19,6,6,13,50,228,2502,3095,4302,1098,1854
"G5500650","Wisconsin","55","550","Lafayette County","065","0650",17423,17346,16009,15980,16292,6,5,14,17,39,12,25,21,18,46,3,2,6,2,0,1,0,1,2,6,0,0,4,7,9,5,0,6,4,8,0,0,1,2,0,6,34,14,48,337,57,96
"G5500670","Wisconsin","55","550","Langlade County","067","0670",19045,19830,19291,20311,19267,10,0,13,31,72,139,102,137,107,189,5,15,7,1,8,1,0,4,7,8,2,0,4,10,9,1,0,2,7,7,4,2,0,0,0,13,29,47,78,129,181,284
"G5500690","Wisconsin","55","550","Lincoln County","069","0690",23432,26409,26712,28977,27929,16,26,84,123,157,27,76,93,127,94,4,0,9,4,5,3,0,2,20,21,9,10,17,25,29,4,9,18,16,12,0,0,0,3,6,4,25,58,138,190,201,292
"G5500710","Wisconsin","55","550","Manitowoc County","071","0710",82006,82093,78730,79485,76402,5,148,115,245,442,175,359,311,342,447,33,31,21,18,18,12,20,13,38,56,6,0,24,37,48,12,26,41,36,34,0,4,3,18,6,45,237,1163,1986,2938,629,1019
"G5500730","Wisconsin","55","550","Marathon County","073","0730",97246,110329,112189,118079,122446,19,65,89,347,841,121,482,464,414,625,25,2,20,17,17,6,27,60,131,240,4,14,37,51,103,7,26,99,94,104,0,0,3,8,19,29,325,2439,5664,7809,908,1741
"G5500750","Wisconsin","55","550","Marinette County","075","0750",35718,39155,40280,42550,40559,4,17,8,100,108,63,79,148,204,227,11,14,6,16,21,2,0,8,19,35,2,3,9,15,23,3,28,17,25,25,0,2,5,3,2,7,16,67,141,294,300,441
"G5500770","Wisconsin","55","550","Marquette County","077","0770",8842,11540,12174,14828,14920,2,43,31,545,77,8,35,49,156,82,5,2,2,2,4,0,0,3,1,4,0,16,4,11,23,0,1,6,10,6,1,0,1,7,0,7,35,51,88,157,176,127
"G5500780","Wisconsin","55","550","Menominee County","078","0780",292,356,416,528,451,1,0,0,3,19,2306,3014,3468,3818,3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,3,6,15,7,34,54
"G5500790","Wisconsin","55","550","Milwaukee County","079","0790",939989,790568,718918,616973,574656,106033,149385,195470,231157,253764,3717,6135,6921,6419,6685,887,717,696,662,520,996,1553,2266,2593,3135,537,1144,1243,1536,1952,237,967,1131,1238,1367,63,61,97,99,100,1604,14458,32533,57897,76531,20742,28293
"G5500810","Wisconsin","55","550","Monroe County","081","0810",31374,34658,35983,39474,41940,74,70,141,188,512,122,235,298,367,506,17,30,16,14,18,3,0,8,26,29,1,0,21,37,68,3,11,38,43,52,1,2,2,1,2,15,68,126,434,922,304,618
"G5500830","Wisconsin","55","550","Oconto County","083","0830",25443,28749,29926,34836,36418,12,8,18,48,73,82,160,210,266,457,4,2,2,6,5,0,0,1,4,19,5,16,11,11,23,3,7,10,9,12,0,0,0,0,1,4,5,48,131,249,312,388
"G5500850","Wisconsin","55","550","Oneida County","085","0850",24272,30957,31320,35934,34787,4,4,58,121,152,127,212,221,220,315,1,2,1,7,6,1,0,4,16,43,13,7,12,16,24,0,21,17,10,17,0,0,0,9,1,9,13,46,145,183,276,461
"G5500870","Wisconsin","55","550","Outagamie County","087","0870",118035,126314,136043,151101,161238,58,91,206,867,1736,1064,1556,1942,2228,2933,64,22,47,58,68,41,148,59,215,432,18,10,47,80,159,26,56,100,161,180,7,0,8,13,12,43,602,2058,4367,7117,1570,2717
"G5500890","Wisconsin","55","550","Ozaukee County","089","0890",54197,66162,71676,79621,82010,92,451,492,765,1177,61,131,127,149,206,26,27,60,33,42,8,35,88,230,400,4,0,49,50,79,14,44,92,140,154,1,6,14,5,5,18,125,233,709,1307,597,988
"G5500910","Wisconsin","55","550","Pepin County","091","0910",7313,7432,7070,7134,7337,0,2,2,6,21,1,8,18,14,18,0,0,0,0,1,0,2,1,2,2,3,0,4,9,6,2,3,1,2,2,0,0,0,2,0,0,30,11,9,38,35,43
"G5500930","Wisconsin","55","550","Pierce County","093","0930",26526,30853,32366,36071,39614,44,107,82,91,232,22,75,86,102,150,11,0,5,18,20,25,33,46,14,58,11,7,22,16,28,10,15,48,49,65,0,0,0,3,1,3,59,110,171,336,265,513
"G5500950","Wisconsin","55","550","Polk County","095","0950",26496,32041,34348,40342,42807,28,17,23,63,96,116,227,313,403,451,6,2,5,9,17,7,0,1,2,18,3,16,12,27,48,0,10,23,23,21,1,0,1,2,1,9,38,47,138,285,278,456
"G5500970","Wisconsin","55","550","Portage County","097","0970",47283,56639,59972,64316,65981,75,119,161,215,383,47,190,254,225,262,12,23,132,54,43,34,66,123,156,261,3,42,23,38,49,11,45,50,87,73,0,0,0,8,5,76,296,690,1448,2082,581,861
"G5500990","Wisconsin","55","550","Price County","099","0990",14485,15695,15479,15541,13750,1,6,7,16,39,26,62,77,92,54,2,0,3,3,2,0,5,4,5,6,0,0,10,19,17,3,6,8,5,2,0,0,0,1,1,3,14,12,42,140,95,148
"G5501010","Wisconsin","55","550","Racine County","101","1010",159511,155605,152098,156796,155731,10572,13824,16999,19777,21767,343,283,512,629,758,84,75,65,51,73,40,121,142,220,320,36,202,92,131,231,17,78,207,208,213,3,10,9,16,19,232,2934,4910,7772,11349,3159,4909
"G5501030","Wisconsin","55","550","Richland County","103","1030",17044,17343,17411,17636,17540,15,36,12,27,82,9,21,32,43,46,6,20,2,5,0,0,17,0,7,26,1,12,6,6,22,0,0,10,8,6,0,4,0,0,0,4,23,48,69,164,121,135
"G5501050","Wisconsin","55","550","Rock County","105","1050",128399,133464,130803,138610,140513,3165,4717,6638,7048,7978,133,285,368,389,501,66,47,77,81,46,47,169,114,159,282,40,79,118,141,186,10,38,111,104,140,2,0,6,7,14,108,621,1275,3418,6901,2284,3707
"G5501070","Wisconsin","55","550","Rusk County","107","1070",14182,15493,14821,14992,14398,8,8,31,79,61,30,59,80,62,73,2,10,17,4,4,1,0,7,5,14,0,0,7,11,10,2,0,6,5,2,1,9,0,6,0,12,10,110,78,49,102,143
"G5501110","Wisconsin","55","550","Sauk County","111","1110",38858,43076,46459,53775,58588,25,54,54,142,357,122,205,286,449,759,11,5,4,7,14,0,0,2,30,73,8,43,12,20,42,7,41,29,42,38,1,0,6,6,9,25,45,123,371,1330,352,756
"G5501130","Wisconsin","55","550","Sawyer County","113","1130",8803,11421,11962,13236,13123,3,6,18,51,77,861,1385,2162,2387,2733,2,2,0,2,5,0,0,0,3,14,1,0,6,15,7,0,0,3,10,7,0,6,0,0,0,0,23,30,78,57,199,509
"G5501150","Wisconsin","55","550","Shawano County","115","1150",31644,34512,35251,37251,37254,2,2,42,91,143,981,1371,1758,2381,3135,7,3,9,7,21,0,1,5,15,30,1,3,10,23,25,2,9,19,16,9,1,0,1,5,2,12,27,62,214,469,495,821
"G5501170","Wisconsin","55","550","Sheboygan County","117","1170",96169,99842,100389,104438,103861,150,307,430,1224,1684,163,228,344,394,437,28,7,16,52,27,9,6,37,104,179,11,32,101,130,193,18,32,70,86,81,6,0,5,20,6,106,481,2485,4856,7089,1207,1876
"G5501090","Wisconsin","55","550","St. Croix County","109","1090",34244,42950,49895,61796,80914,22,17,44,177,552,45,101,121,148,311,10,11,9,30,28,0,11,7,21,81,4,8,12,49,83,7,28,74,102,113,3,3,0,3,5,19,133,89,333,1087,479,1160
"G5501190","Wisconsin","55","550","Taylor County","119","1190",16926,18776,18807,19427,20248,4,0,2,17,58,10,14,39,30,43,5,0,3,6,5,6,8,2,6,7,0,2,13,8,17,4,10,21,9,14,1,0,1,0,5,2,7,13,54,142,116,148
"G5501210","Wisconsin","55","550","Trempealeau County","121","1210",23298,26073,25160,26688,27230,5,2,12,35,62,12,49,32,42,61,13,6,4,4,1,0,0,0,3,19,10,2,18,12,24,1,4,13,12,10,0,0,2,0,1,5,22,22,85,1159,126,248
"G5501230","Wisconsin","55","550","Vernon County","123","1230",24522,25576,25509,27723,29085,4,6,12,18,109,4,19,35,34,58,7,3,5,8,7,1,0,0,18,17,3,2,12,11,28,8,6,21,20,18,0,0,0,1,0,8,30,23,80,177,136,274
"G5501250","Wisconsin","55","550","Vilas County","125","1250",10041,15282,16116,18865,18658,1,4,9,43,35,905,1200,1533,1811,2329,4,4,4,4,7,0,0,8,12,17,1,19,6,10,12,2,13,5,1,7,0,0,0,1,0,4,13,26,49,68,137,260
"G5501270","Wisconsin","55","550","Walworth County","127","1270",62879,70084,72747,88597,93935,287,393,454,790,980,56,168,199,204,302,29,22,57,52,62,65,72,99,154,204,9,27,60,89,129,37,9,84,71,79,5,0,5,3,14,77,732,1295,2712,4998,1065,1513
"G5501290","Wisconsin","55","550","Washburn County","129","1290",10518,13028,13585,15599,15343,14,28,25,27,36,62,108,118,155,183,2,4,9,6,2,1,0,3,7,7,1,0,3,5,24,1,6,14,9,8,0,0,0,0,1,2,0,15,26,73,195,232
"G5501310","Wisconsin","55","550","Washington County","131","1310",63652,84198,94465,114778,126317,45,52,125,465,1155,62,234,207,279,385,22,9,23,28,32,5,74,44,88,259,10,55,64,116,174,10,22,64,81,114,2,0,3,7,7,31,204,333,851,1898,771,1517
"G5501330","Wisconsin","55","550","Waukesha County","133","1330",230205,275850,298313,345506,363963,362,950,1096,2646,4914,235,470,663,745,1059,115,130,172,245,303,98,363,499,1179,2195,58,270,339,449,713,61,344,431,612,767,16,47,38,25,38,215,1902,3164,6016,10709,3231,5055
