GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B08AA1970,B08AA1980,B08AA1990,B08AA2000,B08AA2010,B08AB1970,B08AB1980,B08AB1990,B08AB2000,B08AB2010,B08AC1970,B08AC1980,B08AC1990,B08AC2000,B08AC2010,B08AD1970,B08AD1980,B08AD1990,B08AD2000,B08AD2010,B08AE1970,B08AE1980,B08AE1990,B08AE2000,B08AE2010,B08AF1970,B08AF1980,B08AF1990,B08AF2000,B08AF2010,B08AG1970,B08AG1980,B08AG1990,B08AG2000,B08AG2010,B08AH1970,B08AH1980,B08AH1990,B08AH2000,B08AH2010,B08AI1970,B08AI1980,B08AI1990,B08AI2000,B08AI2010,B08AJ2000,B08AJ2010
"G2902150","Missouri","29","290","Texas County","215","2150",18283,20946,21294,22190,24332,5,16,16,49,876,29,56,83,212,176,0,0,8,5,2,1,2,0,1,9,0,15,20,20,29,0,15,19,19,11,0,0,1,0,1,2,20,35,82,90,417,475
"G2902170","Missouri","29","290","Vernon County","217","2170",18970,19578,18787,19839,20409,24,33,59,125,102,37,94,110,152,153,6,7,10,9,13,4,14,11,15,18,3,31,5,15,14,2,4,13,10,8,0,6,7,4,4,19,39,39,81,142,195,295
"G2902190","Missouri","29","290","Warren County","219","2190",9266,14354,18903,23517,30685,427,512,513,476,621,5,21,46,103,127,1,0,3,4,11,0,0,2,7,40,0,0,10,18,25,0,0,3,7,14,0,0,2,3,4,0,13,52,132,406,250,575
"G2902210","Missouri","29","290","Washington County","221","2210",14951,17806,19914,22286,24142,113,99,378,578,557,17,68,47,141,99,2,0,0,3,4,0,0,4,9,7,0,0,8,7,18,0,0,0,3,5,0,0,2,0,2,3,10,27,46,54,252,306
"G2902230","Missouri","29","290","Wayne County","223","2230",8527,11179,11471,12951,13138,8,2,7,22,38,6,91,44,75,55,2,3,3,2,10,0,0,2,0,10,1,0,1,4,5,2,2,3,2,1,0,0,0,3,2,0,0,12,17,47,180,215
"G2902250","Missouri","29","290","Webster County","225","2250",15542,20198,23322,29866,34855,2,84,190,359,326,10,65,148,185,234,4,6,5,6,7,0,0,1,6,5,0,0,3,14,18,3,0,5,25,14,0,6,4,4,1,1,55,75,129,170,432,559
"G2902270","Missouri","29","290","Worth County","227","2270",3357,3005,2425,2358,2121,0,0,1,4,12,1,0,1,7,5,1,1,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12,1,15,10,14
"G2902290","Missouri","29","290","Wright County","229","2290",13542,16049,16575,17526,18289,98,28,36,50,88,16,73,111,106,102,2,1,3,4,1,1,0,0,0,9,5,4,0,9,17,1,0,1,5,11,0,13,0,0,5,2,20,32,55,49,187,240
"G3000010","Montana","30","300","Beaverhead County","001","0010",8138,8047,8194,8821,8765,7,0,8,17,23,31,124,117,128,123,2,0,6,7,3,2,0,4,1,8,1,0,13,5,9,3,0,1,1,0,0,0,0,3,25,3,15,81,102,136,109,150
"G3000030","Montana","30","300","Big Horn County","003","0030",6018,5769,4916,4638,4035,9,13,18,5,31,3917,5126,6288,7175,8207,45,21,32,16,17,0,0,1,1,1,13,0,2,3,19,4,0,7,1,1,3,0,0,0,1,48,167,73,97,156,353,336
"G3000050","Montana","30","300","Blaine County","005","0050",5143,4754,4040,3685,3130,0,3,6,12,7,1562,2223,2658,2966,3167,15,14,2,2,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,4,5,20,25,16,108,127
"G3000070","Montana","30","300","Broadwater County","007","0070",2503,3231,3254,4255,5401,0,3,1,12,15,22,26,45,49,71,1,5,3,1,0,0,0,0,0,4,0,0,1,1,1,0,0,1,3,4,0,0,0,1,0,0,2,13,17,29,44,85
"G3000090","Montana","30","300","Carbon County","009","0090",7022,7994,7977,9272,9793,7,4,3,24,33,29,46,41,58,80,9,40,10,9,6,1,0,0,10,4,0,0,0,1,3,0,0,2,6,3,0,0,0,0,2,12,15,47,72,51,95,101
"G3000110","Montana","30","300","Carter County","011","0110",1947,1790,1487,1341,1135,1,0,0,1,1,3,7,7,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,2,7,4,4,7,9
"G3000130","Montana","30","300","Cascade County","013","0130",78778,76118,72345,72897,72584,1067,958,1061,900,1010,1509,2743,3053,3180,3400,103,98,111,69,77,44,59,55,60,64,103,166,279,271,272,23,67,142,109,100,18,44,28,22,31,159,443,617,728,745,1900,2947
"G3000150","Montana","30","300","Chouteau County","015","0150",6306,5879,5221,5015,4409,0,1,4,5,3,153,207,212,844,1263,6,0,1,2,4,0,0,2,0,2,5,0,2,4,6,1,0,5,8,8,0,0,0,1,2,2,5,5,19,21,43,91
"G3000170","Montana","30","300","Custer County","017","0170",12061,12748,11398,11347,11174,6,0,12,11,34,65,256,192,142,192,9,0,10,9,6,0,20,1,9,15,2,5,5,3,6,2,0,5,5,3,1,0,2,3,7,28,80,72,47,72,113,185
"G3000190","Montana","30","300","Daniels County","019","0190",3065,2824,2242,1937,1676,0,0,0,0,3,16,7,6,26,37,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,7,2,0,2,2,9,13,3,35,29
"G3000210","Montana","30","300","Dawson County","021","0210",11196,11612,9376,8826,8582,2,0,0,23,27,50,126,82,106,154,7,0,1,0,1,1,0,4,4,8,2,0,6,2,7,0,0,6,2,7,0,0,0,0,2,11,67,30,36,34,58,143
"G3000230","Montana","30","300","Deer Lodge County","023","0230",15244,12110,9905,9028,8660,106,49,29,16,38,240,311,259,159,278,7,15,3,6,4,5,0,2,8,15,15,9,10,12,7,0,0,4,5,1,1,0,1,0,3,34,24,65,22,51,154,234
"G3000250","Montana","30","300","Fallon County","025","0250",4033,3730,3078,2797,2814,0,0,0,4,2,13,14,9,9,12,0,0,3,1,2,1,0,5,4,9,0,0,0,1,2,2,7,1,2,1,1,12,4,1,2,0,0,3,5,8,13,38
"G3000270","Montana","30","300","Fergus County","027","0270",12503,12863,11922,11548,11193,24,10,10,10,25,65,158,120,129,135,10,0,3,2,5,1,0,2,8,5,1,9,0,3,6,0,0,7,5,5,0,0,0,0,0,7,36,19,39,29,138,176
"G3000290","Montana","30","300","Flathead County","029","0290",38991,51069,57897,71689,86802,30,48,56,113,201,327,505,858,813,983,35,78,56,67,97,8,0,27,60,84,10,16,50,70,117,14,30,42,64,68,1,15,17,19,40,44,205,215,401,566,1118,1924
"G3000310","Montana","30","300","Gallatin County","031","0310",32203,42121,49180,65251,85084,39,51,80,156,289,99,454,604,562,740,30,44,77,124,131,47,66,133,151,340,12,40,44,56,149,7,35,82,145,159,3,0,11,18,33,65,54,252,515,892,809,1658
"G3000330","Montana","30","300","Garfield County","033","0330",1794,1653,1583,1268,1189,0,0,0,1,3,0,3,4,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,3,6
"G3000350","Montana","30","300","Glacier County","035","0350",6167,5736,5258,4693,4165,3,0,11,11,17,4576,4882,6823,7784,8637,3,0,3,0,0,2,0,0,0,0,3,0,1,4,11,0,0,3,1,2,6,0,0,3,0,23,10,22,32,43,317,372
"G3000370","Montana","30","300","Golden Valley County","037","0370",930,999,895,1033,831,0,16,0,0,0,1,8,10,6,9,0,0,0,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,19,2,19
"G3000390","Montana","30","300","Granite County","039","0390",2716,2642,2521,2724,3001,0,0,0,0,3,20,37,18,32,13,1,0,1,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,21,6,16,7,52,52
"G3000410","Montana","30","300","Hill County","041","0410",15597,15612,14729,13263,11896,79,7,19,15,50,1607,2293,2762,2776,3437,36,39,44,26,11,19,0,6,12,13,6,12,14,7,25,0,9,12,5,2,0,0,5,1,4,14,13,63,85,66,387,534
"G3000430","Montana","30","300","Jefferson County","043","0430",5151,6849,7780,9654,10889,8,0,5,14,16,64,109,115,112,159,1,7,3,5,12,4,4,2,7,7,2,0,1,8,7,3,15,5,19,5,1,0,1,4,0,4,45,27,46,53,167,254
"G3000450","Montana","30","300","Judith Basin County","045","0450",2656,2630,2269,2297,2036,2,0,0,1,1,7,16,6,8,17,0,0,1,1,2,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,20,14
"G3000470","Montana","30","300","Lake County","047","0470",12202,15828,16411,18922,19945,16,32,15,31,98,2199,3162,4479,6046,6096,1,7,6,7,4,2,0,0,12,13,0,0,8,26,58,1,0,6,5,12,9,0,4,8,3,15,27,112,216,208,981,2091
"G3000490","Montana","30","300","Lewis and Clark County","049","0490",32626,42038,45991,53046,59605,69,43,69,111,217,486,810,1048,1053,1297,20,6,54,60,45,27,22,50,50,68,9,14,29,47,80,3,14,42,52,59,1,0,7,9,14,40,92,205,315,414,898,1552
"G3000510","Montana","30","300","Liberty County","051","0510",2347,2301,2278,2141,2296,0,0,3,0,2,9,24,11,2,5,0,0,0,0,0,0,0,0,0,1,0,4,1,5,1,0,0,2,2,0,0,0,0,0,1,3,0,0,2,6,6,27
"G3000530","Montana","30","300","Lincoln County","053","0530",17815,17421,17103,18100,18881,4,26,11,21,23,209,225,278,211,175,3,0,11,11,8,0,8,3,10,11,4,12,18,18,24,3,7,10,16,8,1,6,4,4,6,24,47,43,82,84,350,461
"G3000570","Montana","30","300","Madison County","057","0570",4922,5420,5908,6647,7445,3,0,0,3,15,78,25,42,35,36,1,3,5,4,5,0,0,0,0,2,0,0,1,1,2,2,0,3,5,5,0,0,1,0,0,8,0,29,60,76,95,104
"G3000550","Montana","30","300","McCone County","055","0550",2857,2695,2256,1917,1699,0,0,1,6,4,17,7,17,21,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,3,1,27,21
"G3000590","Montana","30","300","Meagher County","059","0590",2097,2140,1785,1878,1852,1,0,0,0,2,12,8,18,18,4,2,0,0,2,0,0,0,1,0,4,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,8,6,14,13,2,19,24
"G3000610","Montana","30","300","Mineral County","061","0610",2936,3619,3204,3673,4007,2,0,3,8,11,16,38,79,71,60,1,3,7,4,3,0,2,0,1,1,1,7,6,8,16,0,0,6,6,4,1,0,0,0,0,1,6,10,12,16,97,102
"G3000630","Montana","30","300","Missoula County","063","0630",57321,73625,75650,90073,101320,78,76,185,261,445,660,1382,1806,2030,2766,50,89,84,203,174,28,92,152,159,239,8,41,59,71,142,16,51,72,102,146,14,7,29,39,41,88,653,650,912,1069,1786,2843
"G3000650","Montana","30","300","Musselshell County","065","0650",3729,4409,4056,4358,4360,0,0,2,3,10,2,16,26,49,59,2,2,1,1,1,0,0,0,1,0,0,0,4,0,4,0,0,2,2,1,0,0,0,2,0,1,1,15,23,17,53,85
"G3000670","Montana","30","300","Park County","067","0670",11138,12602,14227,15168,15090,4,0,69,63,21,32,51,113,126,127,8,0,18,20,16,6,0,11,17,14,1,0,17,4,8,0,0,11,7,4,0,0,1,5,2,8,7,95,81,96,183,257
"G3000690","Montana","30","300","Petroleum County","069","0690",673,655,516,489,488,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6
"G3000710","Montana","30","300","Phillips County","071","0710",5115,4990,4741,4115,3702,1,0,2,7,1,258,362,390,342,351,3,0,3,4,0,0,10,2,1,3,0,0,2,2,3,3,0,6,7,2,0,0,1,1,0,6,5,16,18,20,96,171
"G3000730","Montana","30","300","Pondera County","073","0730",6055,6088,5691,5374,5086,1,2,5,6,7,546,641,703,899,877,1,0,1,1,1,0,0,1,1,2,0,0,9,4,3,1,0,4,1,3,1,0,1,1,0,6,0,18,12,14,95,146
"G3000750","Montana","30","300","Powder River County","075","0750",2823,2464,2044,1810,1656,1,0,0,0,1,34,47,37,25,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,2,7,7,4,22,9,36
"G3000770","Montana","30","300","Powell County","077","0770",6539,6715,6271,6643,6494,2,36,22,36,69,98,169,252,241,309,10,20,8,11,7,1,0,1,2,8,1,8,7,13,13,2,0,4,2,3,0,0,0,0,1,7,10,55,56,34,165,89
"G3000790","Montana","30","300","Prairie County","079","0790",1739,1789,1361,1175,1136,0,0,0,0,0,13,25,15,6,2,0,10,4,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,12,3,2,4,14,33
"G3000810","Montana","30","300","Ravalli County","081","0810",14132,21946,24528,34883,38546,105,49,36,49,79,142,251,279,293,340,0,10,10,15,33,9,6,19,36,30,2,8,10,33,52,1,12,9,14,18,2,6,2,14,8,16,205,117,195,330,518,759
"G3000830","Montana","30","300","Richland County","083","0830",9777,11957,10445,9335,9259,1,0,4,9,13,40,97,140,138,159,3,16,4,2,2,5,0,5,4,5,0,32,7,3,9,0,0,4,1,0,1,0,0,0,0,10,141,107,90,91,82,206
"G3000850","Montana","30","300","Roosevelt County","085","0850",7201,6542,5569,4347,3736,4,0,17,5,13,3110,3865,5355,5687,6268,30,26,17,19,14,8,0,0,4,1,0,0,3,7,17,4,9,13,10,5,2,0,1,0,2,6,25,24,40,30,269,311
"G3000870","Montana","30","300","Rosebud County","087","0870",4203,7476,7544,6043,5664,3,7,33,22,25,1820,2406,2806,2904,3170,1,0,5,2,4,0,0,5,3,8,0,4,8,8,21,0,0,3,2,1,2,0,0,0,3,3,6,101,75,50,189,255
"G3000890","Montana","30","300","Sanders County","089","0890",6697,8545,8135,9400,10453,1,14,12,13,17,384,73,469,454,490,5,15,8,9,7,0,3,0,3,3,1,7,7,10,13,3,3,5,4,1,0,0,4,1,1,2,15,29,32,57,270,359
"G3000910","Montana","30","300","Sheridan County","091","0910",5730,5356,4650,3982,3229,1,7,0,4,7,42,41,50,47,56,2,3,5,2,1,0,0,0,0,0,0,0,1,2,10,0,2,4,3,2,0,0,0,0,0,4,5,22,14,12,48,66
"G3000930","Montana","30","300","Silver Bow County","093","0930",41475,37004,33026,32998,32292,53,77,33,54,111,359,548,517,652,630,8,60,23,9,12,15,67,22,30,45,15,24,35,34,35,4,14,14,21,14,1,7,15,13,12,51,291,256,274,294,475,721
"G3000950","Montana","30","300","Stillwater County","095","0950",4595,5518,6434,7934,8823,6,0,5,11,9,23,80,52,52,71,0,0,0,3,2,0,0,0,0,5,1,0,2,5,9,0,0,4,6,7,0,0,0,0,1,7,0,39,81,45,97,143
"G3000970","Montana","30","300","Sweet Grass County","097","0970",2978,3183,3126,3500,3528,0,0,2,2,4,2,21,16,17,14,0,6,4,4,6,0,0,0,1,4,0,0,0,2,1,0,0,1,5,3,0,0,0,0,0,0,6,5,28,31,47,56
"G3000990","Montana","30","300","Teton County","099","0990",6066,6354,6154,6207,5847,4,0,3,12,3,45,121,93,95,84,1,0,2,2,1,0,0,3,1,0,0,6,0,0,4,0,8,4,3,3,0,0,0,0,1,0,2,12,27,13,95,113
"G3001010","Montana","30","300","Toole County","101","1010",5771,5358,4900,4945,4896,0,0,5,8,29,63,195,116,165,235,4,0,6,3,2,0,0,5,5,7,0,0,3,1,3,0,0,0,4,2,0,0,1,1,1,1,6,10,20,45,112,103
"G3001030","Montana","30","300","Treasure County","103","1030",1064,945,854,830,674,0,0,0,1,0,1,8,9,14,6,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,4,28,9,9,14,5,21
"G3001050","Montana","30","300","Valley County","105","1050",10458,9343,7423,6765,6409,18,6,9,10,17,972,890,770,691,712,8,0,9,3,4,3,0,2,5,7,2,0,3,4,6,0,7,4,5,11,0,0,0,1,2,10,4,19,22,34,137,155
"G3001070","Montana","30","300","Wheatland County","107","1070",2507,2338,2203,2191,2078,0,0,1,3,7,17,14,19,12,10,4,2,5,3,2,0,0,1,0,6,0,0,1,1,3,0,0,1,0,0,0,0,0,5,0,1,5,15,6,10,37,52
"G3001090","Montana","30","300","Wibaux County","109","1090",1464,1468,1187,1047,993,0,0,0,2,0,0,8,2,5,4,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,12
"G3001110","Montana","30","300","Yellowstone County","111","1110",85765,103714,107921,120014,134228,227,200,511,580,935,1063,2332,3225,3766,5754,82,162,158,129,113,47,33,124,138,207,16,77,56,93,192,10,35,101,160,147,13,23,31,35,43,144,1459,1292,1825,2117,2419,4112
"G3001130","Montana","30","300","Yellowstone National Park","113","1130",64,275,52,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
"G3100010","Nebraska","31","310","Adams County","001","0010",30325,30315,29084,29451,28821,123,87,181,200,248,40,37,105,105,127,14,4,14,14,9,9,6,27,33,25,3,0,7,26,30,6,0,16,27,28,2,5,3,3,3,31,202,188,1025,1641,259,422
"G3100030","Nebraska","31","310","Antelope County","003","0030",9034,8651,7930,7364,6517,0,5,2,4,19,5,13,20,23,11,2,4,1,1,0,0,0,0,0,1,2,0,2,2,6,1,0,3,1,2,0,0,0,0,0,3,2,7,21,88,36,41
"G3100050","Nebraska","31","310","Arthur County","005","0050",605,513,459,428,439,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,14,7,4
"G3100070","Nebraska","31","310","Banner County","007","0070",1032,913,832,785,660,1,0,1,1,0,1,5,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,22,5,5
"G3100090","Nebraska","31","310","Blaine County","009","0090",844,864,671,577,474,0,0,1,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,3
"G3100110","Nebraska","31","310","Boone County","011","0110",8180,7384,6648,6212,5422,1,0,2,3,23,3,7,10,3,12,2,0,0,0,2,1,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,21,27,18,18
"G3100130","Nebraska","31","310","Box Butte County","013","0130",9669,13107,12501,11044,10149,36,19,49,45,52,307,232,300,325,407,48,34,34,19,13,0,0,4,6,9,1,0,4,7,6,4,0,7,5,4,0,0,0,1,0,29,304,231,460,384,238,283
"G3100150","Nebraska","31","310","Boyd County","015","0150",3736,3331,2810,2411,2035,0,0,0,0,1,15,0,22,13,12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,3,0,0,0,0,0,2,0,0,2,0,21,9,20
"G3100170","Nebraska","31","310","Brown County","017","0170",3991,4361,3636,3477,3088,2,0,1,1,2,18,0,11,7,9,2,5,3,3,1,0,0,0,1,0,0,0,2,3,2,6,8,2,0,2,0,0,0,1,0,2,3,2,9,15,22,26
"G3100190","Nebraska","31","310","Buffalo County","019","0190",30998,34112,36430,40221,42746,87,34,166,232,383,73,80,118,133,127,14,5,29,31,166,13,44,23,40,166,3,13,12,39,43,4,13,35,29,66,0,0,2,3,0,30,496,632,1083,1776,435,623
"G3100210","Nebraska","31","310","Burt County","021","0210",9166,8732,7749,7606,6579,3,0,8,14,26,68,60,70,79,112,4,0,1,0,1,0,0,0,0,3,0,2,11,5,3,1,7,1,7,3,1,0,0,1,0,4,12,28,21,43,54,84
"G3100230","Nebraska","31","310","Butler County","023","0230",9450,9312,8560,8625,8192,0,3,10,9,24,4,4,17,11,11,3,0,2,1,0,1,0,0,1,2,0,0,1,0,3,1,2,3,6,8,0,0,1,3,0,2,9,7,76,98,35,57
"G3100250","Nebraska","31","310","Cass County","025","0250",18005,20092,21033,23821,24457,14,88,42,43,87,17,13,109,72,81,5,2,7,14,9,2,18,4,7,9,17,23,22,21,11,3,12,19,25,17,0,0,0,2,2,13,49,82,105,197,223,366
"G3100270","Nebraska","31","310","Cedar County","027","0270",12166,11355,10099,9526,8703,4,0,6,10,7,16,4,13,18,21,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,14,7,1,2,0,0,1,0,0,3,2,5,21,56,38,61
"G3100290","Nebraska","31","310","Chase County","029","0290",4128,4665,4349,3979,3644,0,0,1,7,5,0,33,6,4,3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,2,2,1,0,0,0,0,0,1,58,23,64,264,10,48
"G3100310","Nebraska","31","310","Cherry County","031","0310",6745,6663,6107,5791,5180,4,0,3,4,13,85,85,177,198,334,1,0,4,1,0,1,0,0,0,4,9,0,6,11,8,0,0,1,10,0,0,0,0,0,0,1,10,9,25,32,106,141
"G3100330","Nebraska","31","310","Cheyenne County","033","0330",10729,9926,9250,9470,9404,12,18,8,14,19,13,41,73,57,64,10,22,11,9,4,0,0,0,10,7,0,0,1,6,12,0,8,3,3,10,0,0,0,3,0,14,42,148,154,349,96,127
"G3100350","Nebraska","31","310","Clay County","035","0350",8244,8059,7067,6868,6082,2,0,1,12,22,8,11,16,19,28,3,0,4,2,1,1,0,0,4,1,1,0,3,5,2,0,0,0,8,4,0,0,0,0,0,7,36,32,89,304,29,95
"G3100370","Nebraska","31","310","Colfax County","037","0370",9487,9808,9002,8533,7635,0,2,3,7,89,4,5,31,19,114,4,0,0,4,2,0,0,0,5,7,1,0,1,1,2,1,0,6,3,4,1,0,0,0,3,0,75,96,1687,2446,181,213
"G3100390","Nebraska","31","310","Cuming County","039","0390",12027,11641,10076,9783,8518,1,4,8,13,13,4,2,10,29,29,1,0,1,2,3,1,0,1,5,6,0,11,6,5,3,0,0,12,6,3,0,0,0,0,0,0,6,3,273,461,87,102
"G3100410","Nebraska","31","310","Custer County","041","0410",14054,13820,12152,11631,10663,1,0,3,8,28,17,45,68,44,35,9,0,2,2,1,0,0,0,1,3,0,0,0,3,2,5,8,3,3,4,2,0,0,0,0,4,4,42,33,94,65,108
"G3100430","Nebraska","31","310","Dakota County","043","0430",12932,15957,15481,15968,14810,39,27,76,126,660,150,203,302,355,561,2,0,10,3,1,1,0,11,16,28,1,7,7,3,25,0,61,18,12,6,1,0,0,0,0,11,318,837,3200,4409,531,483
"G3100450","Nebraska","31","310","Dawes County","045","0450",9452,9354,8492,8457,8208,69,74,55,73,134,132,94,354,258,356,13,19,14,4,5,2,0,6,6,9,1,0,10,3,14,1,16,5,5,3,2,0,1,0,6,21,52,84,108,204,143,233
"G3100470","Nebraska","31","310","Dawson County","047","0470",19401,21785,19529,20058,18978,8,6,15,76,744,9,28,65,155,195,13,8,10,7,3,0,0,1,12,22,1,5,3,18,8,6,0,10,9,9,0,0,0,0,0,29,472,307,3646,3850,373,512
"G3100490","Nebraska","31","310","Deuel County","049","0490",2705,2413,2185,2042,1883,0,0,1,1,1,5,4,10,7,10,7,0,5,3,4,0,0,0,0,0,0,4,1,2,1,0,0,1,2,0,0,0,0,0,0,0,41,34,24,19,15,23
"G3100510","Nebraska","31","310","Dixon County","051","0510",7442,7123,6124,5999,5548,1,0,4,2,18,3,8,11,24,23,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,2,1,0,0,0,0,0,0,2,0,2,256,353,50,58
"G3100530","Nebraska","31","310","Dodge County","053","0530",34624,35642,34132,34678,33337,28,39,73,156,205,85,78,111,96,180,14,9,14,18,24,2,0,8,17,19,2,17,13,30,39,5,9,16,31,24,2,0,2,4,4,20,53,131,855,2331,260,520
"G3100550","Nebraska","31","310","Douglas County","055","0550",352281,348819,359438,375317,395025,34722,39809,45541,53330,60071,1194,1934,2463,2640,3685,380,364,610,694,571,198,547,663,1456,2075,142,325,456,758,944,82,513,569,903,1028,37,78,76,96,82,419,4649,6628,19907,38814,8175,14489
"G3100570","Nebraska","31","310","Dundy County","057","0570",2924,2838,2568,2222,1914,1,0,0,1,7,0,2,5,17,10,0,0,2,1,0,0,0,0,0,0,0,2,0,3,1,1,13,1,2,0,0,0,0,0,0,0,6,6,26,48,19,26
"G3100590","Nebraska","31","310","Fillmore County","059","0590",8089,7888,7042,6485,5703,15,3,14,14,36,23,8,33,26,28,6,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,3,2,2,0,0,0,1,0,2,21,11,56,68,46,48
"G3100610","Nebraska","31","310","Franklin County","061","0610",4560,4362,3915,3547,3163,3,7,6,0,2,1,0,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,2,4,6,5,14,12,34
"G3100630","Nebraska","31","310","Frontier County","063","0630",3974,3617,3074,3046,2711,1,2,1,3,0,6,0,4,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,1,2,0,0,0,0,0,1,27,20,15,13,22,22
"G3100650","Nebraska","31","310","Furnas County","065","0650",6886,6455,5515,5229,4804,1,0,4,4,10,6,2,18,21,16,0,0,0,1,0,0,0,0,0,0,0,0,1,7,5,1,3,5,2,2,0,0,0,0,0,3,26,10,19,63,40,54
"G3100670","Nebraska","31","310","Gage County","067","0670",25520,24303,22530,22463,21610,114,34,45,73,72,39,57,102,104,105,9,8,9,16,8,4,0,4,8,18,7,7,3,4,8,5,2,10,5,6,2,0,0,2,0,19,45,91,96,180,193,299
"G3100690","Nebraska","31","310","Garden County","069","0690",2920,2792,2455,2254,1987,1,0,0,3,4,7,8,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,2,4,12,25,11,29
"G3100710","Nebraska","31","310","Garfield County","071","0710",2406,2363,2133,1879,2033,1,0,0,0,3,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,2,0,0,0,0,0,0,0,0,8,6,10,5
"G3100730","Nebraska","31","310","Gosper County","073","0730",2177,2122,1927,2117,1984,0,0,0,0,8,0,0,0,3,2,0,9,0,0,0,0,0,0,0,0,0,5,1,5,2,0,0,0,0,0,0,0,0,0,0,1,4,0,9,22,9,26
"G3100750","Nebraska","31","310","Grant County","075","0750",1014,874,760,738,604,0,0,0,0,0,1,0,5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,3,0,1,6,3,0,5
"G3100770","Nebraska","31","310","Greeley County","077","0770",3999,3458,2999,2658,2478,0,0,0,18,16,1,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4,2,22,24,13,13
"G3100790","Nebraska","31","310","Hall County","079","0790",42633,46817,47263,47467,48413,94,122,145,195,1023,54,155,145,146,523,13,2,12,4,9,4,0,32,24,42,7,7,20,47,46,2,0,30,28,31,7,0,9,4,8,37,587,1269,4937,7272,665,1222
"G3100810","Nebraska","31","310","Hamilton County","081","0810",8850,9283,8811,9255,8955,2,0,9,17,19,7,0,9,11,15,4,2,3,1,6,0,0,0,0,0,0,1,4,2,4,1,8,2,5,5,0,0,0,0,1,3,7,24,59,54,53,65
"G3100830","Nebraska","31","310","Harlan County","083","0830",4351,4291,3804,3743,3367,1,0,2,5,1,1,0,2,4,15,0,0,1,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,1,1,7,17,24,17
"G3100850","Nebraska","31","310","Hayes County","085","0850",1528,1353,1218,1038,939,0,0,0,2,0,0,0,2,0,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,19,22,6,1
